N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH_M	CT_HtD_V
8192	1024	1.171112e-03	6.691933e-03	1.204014e-02	1.096725e-05
1	2048	3.314018e-05	9.536743e-07	1.096725e-05	1.907349e-06
2	2048	3.290176e-05	3.099442e-06	1.406670e-05	9.536743e-07
4	2048	3.314018e-05	5.960464e-06	2.288818e-05	1.907349e-06
8	2048	3.385544e-05	1.287460e-05	4.100800e-05	1.907349e-06
16	2048	3.385544e-05	2.479553e-05	7.295609e-05	1.907349e-06
32	2048	3.790855e-05	5.102158e-05	1.368523e-04	1.907349e-06
64	2048	4.696846e-05	1.008511e-04	2.648830e-04	1.907349e-06
128	2048	6.198883e-05	2.019405e-04	4.467964e-04	1.907349e-06
256	2048	9.202957e-05	4.160404e-04	8.001328e-04	1.907349e-06
512	2048	1.537800e-04	8.289814e-04	1.518011e-03	3.099442e-06
1024	2048	2.770424e-04	1.664162e-03	3.015995e-03	5.006790e-06
2048	2048	5.218983e-04	3.558159e-03	6.275177e-03	5.960464e-06
4096	2048	1.008987e-03	7.165909e-03	1.264501e-02	8.106232e-06
8192	2048	1.991034e-03	1.447701e-02	2.477288e-02	1.192093e-05
1	4096	3.695488e-05	2.861023e-06	1.502037e-05	9.536743e-07
2	4096	3.886223e-05	5.960464e-06	2.408028e-05	1.907349e-06
4	4096	3.790855e-05	1.287460e-05	4.100800e-05	1.907349e-06
8	4096	3.814697e-05	2.598763e-05	7.200241e-05	1.907349e-06
16	4096	4.410744e-05	5.197525e-05	1.380444e-04	1.907349e-06
32	4096	4.696846e-05	1.039505e-04	2.839565e-04	1.907349e-06
64	4096	6.294250e-05	2.110004e-04	4.749298e-04	1.907349e-06
128	4096	9.202957e-05	4.448891e-04	8.580685e-04	2.145767e-06
256	4096	1.468658e-04	9.059906e-04	1.610994e-03	2.861023e-06
512	4096	2.629757e-04	1.824141e-03	3.129959e-03	4.053116e-06
1024	4096	4.870892e-04	3.654957e-03	6.345987e-03	5.960464e-06
2048	4096	9.360313e-04	7.377863e-03	1.266098e-02	5.960464e-06
4096	4096	1.834154e-03	1.464486e-02	2.529407e-02	7.867813e-06
8192	4096	3.637075e-03	2.707100e-02	4.823804e-02	1.096725e-05
1	8192	4.911423e-05	6.914139e-06	2.384186e-05	9.536743e-07
2	8192	4.911423e-05	1.215935e-05	4.100800e-05	1.907349e-06
4	8192	4.911423e-05	2.503395e-05	7.319450e-05	1.907349e-06
8	8192	6.008148e-05	5.197525e-05	1.370907e-04	1.907349e-06
16	8192	6.079674e-05	1.018047e-04	2.658367e-04	1.907349e-06
32	8192	6.604195e-05	2.031326e-04	4.479885e-04	1.907349e-06
64	8192	9.393692e-05	4.081726e-04	8.018017e-04	1.907349e-06
128	8192	1.521111e-04	8.940697e-04	1.627922e-03	2.861023e-06
256	8192	2.608299e-04	1.703978e-03	3.041029e-03	5.006790e-06
512	8192	4.711151e-04	3.437996e-03	6.124973e-03	5.006790e-06
1024	8192	9.050369e-04	6.936073e-03	1.218200e-02	5.006790e-06
2048	8192	1.761913e-03	1.383710e-02	2.426004e-02	6.914139e-06
4096	8192	3.482103e-03	2.711511e-02	4.821301e-02	8.821487e-06
8192	8192	6.917953e-03	5.518198e-02	9.651995e-02	1.215935e-05
