N_ROWS	N_COLS	MRTIME_onDEV	MRTIME_HOST	CT_DtH	CT_HtD
8	64	9.536743e-07	0.000000e+00	1.502037e-05	1.907349e-06
16	64	4.053116e-06	9.536743e-07	1.597404e-05	1.907349e-06
32	64	3.814697e-06	2.861023e-06	1.811981e-05	1.907349e-06
64	64	6.198883e-06	5.006790e-06	2.288818e-05	4.053116e-06
128	64	5.960464e-06	1.001358e-05	3.099442e-05	5.006790e-06
256	64	5.960464e-06	2.384186e-05	4.911423e-05	8.821487e-06
512	64	6.914139e-06	4.696846e-05	8.082390e-05	1.502037e-05
1024	64	5.006790e-06	8.916855e-05	1.461506e-04	3.004074e-05
2048	64	5.960464e-06	1.718998e-04	2.748966e-04	5.698204e-05
4096	64	6.914139e-06	3.640652e-04	4.718304e-04	1.380444e-04
8192	64	1.406670e-05	7.100105e-04	8.950233e-04	5.190372e-04
1	128	5.006790e-06	0.000000e+00	1.502037e-05	1.907349e-06
2	128	5.960464e-06	0.000000e+00	1.502037e-05	9.536743e-07
4	128	5.006790e-06	9.536743e-07	1.502037e-05	1.907349e-06
8	128	5.960464e-06	1.192093e-06	1.597404e-05	1.907349e-06
16	128	5.006790e-06	2.145767e-06	1.883507e-05	2.145767e-06
32	128	5.960464e-06	5.006790e-06	2.217293e-05	2.861023e-06
64	128	4.768372e-06	1.096725e-05	3.099442e-05	5.006790e-06
128	128	5.960464e-06	2.408028e-05	4.792213e-05	9.059906e-06
256	128	5.960464e-06	4.506111e-05	8.201599e-05	1.597404e-05
512	128	5.960464e-06	9.703636e-05	1.471043e-04	2.884865e-05
1024	128	6.198883e-06	1.699924e-04	2.751350e-04	5.483627e-05
2048	128	6.914139e-06	3.600121e-04	4.799366e-04	1.389980e-04
4096	128	1.311302e-05	7.410049e-04	8.771420e-04	5.071163e-04
8192	128	6.198883e-06	1.640081e-03	1.687050e-03	1.244068e-03
1	256	4.053116e-06	0.000000e+00	1.692772e-05	1.907349e-06
2	256	5.960464e-06	9.536743e-07	1.502037e-05	9.536743e-07
4	256	5.006790e-06	9.536743e-07	1.692772e-05	1.907349e-06
8	256	5.006790e-06	1.907349e-06	1.692772e-05	2.145767e-06
16	256	5.960464e-06	5.006790e-06	2.288818e-05	3.814697e-06
32	256	5.960464e-06	9.775162e-06	3.099442e-05	4.768372e-06
64	256	5.960464e-06	2.312660e-05	4.792213e-05	9.059906e-06
128	256	7.152557e-06	4.482269e-05	8.201599e-05	1.597404e-05
256	256	6.914139e-06	8.702278e-05	1.468658e-04	2.908707e-05
512	256	5.960464e-06	1.730919e-04	2.820492e-04	5.698204e-05
1024	256	6.914139e-06	3.459454e-04	4.718304e-04	1.490116e-04
2048	256	7.152557e-06	7.269382e-04	8.888245e-04	5.021095e-04
4096	256	6.914139e-06	2.048016e-03	1.700163e-03	1.269102e-03
8192	256	6.914139e-06	3.377914e-03	3.308058e-03	2.626896e-03
1	512	5.960464e-06	9.536743e-07	1.597404e-05	1.907349e-06
2	512	5.960464e-06	9.536743e-07	1.692772e-05	1.907349e-06
4	512	5.960464e-06	2.861023e-06	1.811981e-05	1.907349e-06
8	512	5.960464e-06	5.006790e-06	2.288818e-05	3.099442e-06
16	512	5.960464e-06	1.001358e-05	3.194809e-05	5.006790e-06
32	512	5.960464e-06	2.384186e-05	4.887581e-05	8.821487e-06
64	512	5.960464e-06	4.601479e-05	8.177757e-05	1.597404e-05
128	512	6.198883e-06	8.702278e-05	1.478195e-04	3.004074e-05
256	512	8.106232e-06	1.740456e-04	2.768040e-04	5.793571e-05
512	512	6.914139e-06	3.700256e-04	4.768372e-04	1.609325e-04
1024	512	7.152557e-06	7.579327e-04	9.181499e-04	5.068779e-04
2048	512	5.102158e-05	1.996994e-03	1.706123e-03	1.250029e-03
4096	512	6.914139e-06	3.705978e-03	3.242016e-03	2.556086e-03
8192	512	6.914139e-06	6.884098e-03	6.411076e-03	5.251884e-03
1	1024	5.960464e-06	9.536743e-07	1.788139e-05	1.907349e-06
2	1024	7.152557e-06	2.861023e-06	2.002716e-05	1.907349e-06
4	1024	6.914139e-06	5.006790e-06	2.312660e-05	3.099442e-06
8	1024	7.152557e-06	1.001358e-05	3.218651e-05	5.006790e-06
16	1024	6.914139e-06	2.288818e-05	5.006790e-05	9.059906e-06
32	1024	5.960464e-06	4.506111e-05	8.392334e-05	1.597404e-05
64	1024	6.914139e-06	8.678436e-05	1.490116e-04	3.004074e-05
128	1024	1.311302e-05	1.718998e-04	2.760887e-04	5.698204e-05
256	1024	7.152557e-06	3.869534e-04	4.751682e-04	1.399517e-04
512	1024	6.914139e-06	7.481575e-04	8.928776e-04	5.171299e-04
1024	1024	7.152557e-06	1.984119e-03	1.694918e-03	1.260042e-03
2048	1024	9.059906e-06	3.666878e-03	3.242016e-03	2.591848e-03
4096	1024	8.106232e-06	6.695986e-03	6.390095e-03	5.206108e-03
8192	1024	6.914139e-06	1.227403e-02	1.203012e-02	1.007891e-02
1	2048	6.914139e-06	2.861023e-06	2.193451e-05	1.907349e-06
2	2048	8.106232e-06	5.960464e-06	2.503395e-05	2.861023e-06
4	2048	8.106232e-06	1.001358e-05	3.409386e-05	5.006790e-06
8	2048	7.867813e-06	2.408028e-05	5.102158e-05	8.821487e-06
16	2048	9.059906e-06	4.601479e-05	8.392334e-05	1.597404e-05
32	2048	7.867813e-06	8.893013e-05	1.499653e-04	2.884865e-05
64	2048	9.059906e-06	1.778603e-04	2.770424e-04	5.507469e-05
128	2048	9.059906e-06	3.550053e-04	4.589558e-04	1.339912e-04
256	2048	7.867813e-06	7.238388e-04	8.361340e-04	4.818439e-04
512	2048	9.059906e-06	1.849890e-03	1.614094e-03	1.149178e-03
1024	2048	9.059906e-06	3.509045e-03	3.101110e-03	2.463102e-03
2048	2048	8.821487e-06	6.285906e-03	6.103992e-03	5.010128e-03
4096	2048	9.059906e-06	1.248908e-02	1.201701e-02	1.007009e-02
8192	2048	5.292892e-05	2.678204e-02	2.491903e-02	2.086091e-02
1	4096	9.775162e-06	5.006790e-06	3.004074e-05	3.099442e-06
2	4096	1.406670e-05	1.215935e-05	3.886223e-05	5.006790e-06
4	4096	9.059906e-06	2.503395e-05	5.698204e-05	9.059906e-06
8	4096	1.001358e-05	4.696846e-05	8.988380e-05	1.597404e-05
16	4096	1.096725e-05	9.107590e-05	1.549721e-04	2.884865e-05
32	4096	1.096725e-05	1.931190e-04	2.830029e-04	5.793571e-05
64	4096	1.096725e-05	3.869534e-04	4.849434e-04	1.399517e-04
128	4096	1.001358e-05	7.839203e-04	8.959770e-04	5.190372e-04
256	4096	1.096725e-05	2.083063e-03	1.693010e-03	1.250029e-03
512	4096	1.096725e-05	3.844976e-03	3.264904e-03	2.590895e-03
1024	4096	1.001358e-05	6.874084e-03	6.366014e-03	5.182981e-03
2048	4096	1.001358e-05	1.311398e-02	1.229501e-02	1.029396e-02
4096	4096	5.388260e-05	2.728391e-02	2.502990e-02	2.085495e-02
8192	4096	5.507469e-05	5.018187e-02	4.785013e-02	4.037809e-02
1	8192	1.311302e-05	1.192093e-05	4.696846e-05	5.960464e-06
2	8192	1.597404e-05	2.384186e-05	6.508827e-05	1.001358e-05
4	8192	1.406670e-05	4.696846e-05	1.008511e-04	1.692772e-05
8	8192	1.502037e-05	9.298325e-05	1.730919e-04	2.980232e-05
16	8192	1.502037e-05	1.759529e-04	2.889633e-04	5.578995e-05
32	8192	1.597404e-05	3.628731e-04	4.940033e-04	1.399517e-04
64	8192	1.502037e-05	7.960796e-04	8.831024e-04	5.059242e-04
128	8192	1.502037e-05	2.049923e-03	1.715183e-03	1.250982e-03
256	8192	1.502037e-05	3.638983e-03	3.202200e-03	2.493858e-03
512	8192	1.597404e-05	7.020950e-03	6.388903e-03	5.249977e-03
1024	8192	1.502037e-05	1.383305e-02	1.248288e-02	1.017308e-02
2048	8192	5.888939e-05	2.786493e-02	2.519298e-02	2.098203e-02
4096	8192	5.793571e-05	5.064392e-02	4.785299e-02	4.038405e-02
8192	8192	5.888939e-05	1.009829e-01	9.578109e-02	8.083582e-02
